,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
2513,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.506042,-99.153915",2000000.0,MXN,1981907.31,105372.96,,58.0,,34482.75862068965,,,,http://gustavo-a-madero.properati.com.mx/ol9k_venta_departamento_gustavo-a-madero_inventario-inmobiliario-6
2514,sell,house,|Benito Juárez|Distrito Federal|México|,"19.378145,-99.141121",,,,,0.0,0.0,,,,,,http://benito-juarez.properati.com.mx/qzmd_venta_casa_benito-juarez_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
2515,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",14250000.0,MXN,14121090.58,750782.39,,165.0,,86363.63636363637,,,,http://miguel-hidalgo-df.properati.com.mx/p5i3_venta_departamento_miguel-hidalgo_inventario-inmobiliario-5
2516,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.480501,-99.178139",1450000.0,MXN,1436882.88,76395.4,,50.0,,29000.0,,,,http://azcapotzalco.properati.com.mx/ore4_venta_departamento_azcapotzalco_inmobica
2517,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,,3050000.0,MXN,3022408.77,160693.77,,60.0,,50833.333333333336,,,,http://cuauhtemoc.properati.com.mx/pv5s_venta_departamento_cuauhtemoc_revillagigedo_1_lucia-rosas-martinez
2518,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3706856,-99.1409936",1946000.0,MXN,1928853.24,102552.21,60.0,60.0,1709.2035,32433.33333333333,,,,http://benito-juarez.properati.com.mx/mwzz_venta_departamento_benito-juarez_quality-bicofi
2519,sell,house,|Coyoacán|Distrito Federal|México|,"23.634501,-102.552788",2480000.0,MXN,2458147.94,130693.46,,223.0,,11121.076233183856,,,,http://coyoacan.properati.com.mx/rb6e_venta_casa_coyoacan_av-paseo-de-los-jardines_27_elia-palomino
2520,sell,house,|Tlalpan|Distrito Federal|México|,"19.29103348,-99.2153406143",7350000.0,MXN,7285236.99,387337.48,235.0,260.0,1648.2445957446807,28269.23076923077,2.0,,,http://tlalpan.properati.com.mx/bj81_venta_casa_tlalpan
2521,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",1700000.0,USD,31974450.0,1700000.0,187.0,187.0,9090.90909090909,9090.90909090909,,,,http://playa-del-carmen-centro.properati.com.mx/cp24_venta_departamento_playa-del-carmen-centro
2522,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",4200000.0,USD,78995700.0,4200000.0,1121.0,740.0,3746.654772524532,5675.675675675676,,,,http://miguel-hidalgo-df.properati.com.mx/qtnz_venta_casa_miguel-hidalgo_next-home
2523,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.439972,-99.184959",6000000.0,MXN,5945722.33,316118.9,,103.0,,58252.42718446602,,,,http://granada.properati.com.mx/opey_venta_departamento_granada_lago-alberto-be-grand-alto-polanco-hermoso-depto-en-venta_0_invest4-real-estate
2524,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.509242,-99.142611",3750000.0,MXN,3716076.4,197574.31,,360.0,,10416.666666666666,,,,http://torres-lindavista.properati.com.mx/qzbp_venta_casa_torres-lindavista_caracas_72_roberto-saavedra
2525,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.392983,-99.144299",1720000.0,MXN,1704440.37,90620.75,,65.0,,26461.53846153846,,,,http://benito-juarez.properati.com.mx/fj5j_venta_departamento_benito-juarez
2526,sell,house,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",897000.0,MXN,888885.38,47259.77,,90.0,,9966.666666666666,,,,http://coyoacan.properati.com.mx/o662_venta_casa_coyoacan_libertad_100_jose-camacho
2527,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.384724,-99.145619",2350000.0,MXN,2328741.13,123813.23,,289.0,,8131.487889273357,,,,http://benito-juarez.properati.com.mx/pyca_venta_departamento_benito-juarez_cumbres-de-maltrata_0_alberto-carrillo-mendez
2528,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.454332,-99.200287",905000.0,MXN,896812.97,47681.26,,60.0,,15083.333333333334,,,,http://miguel-hidalgo-df.properati.com.mx/py8n_venta_departamento_miguel-hidalgo_lago-esclavos_12_jose-miguel-diaz
2529,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.336994,-99.162355",1459750.0,MXN,1446544.61,76909.09,,68.0,,21466.91176470588,,,,http://pedregal-de-coyoacan.properati.com.mx/pe6g_venta_departamento_pedregal-de-coyoacan_pedro-enriquez-urena_444_mexico-invest-capital
2530,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4443861297,-99.1508212905",2800000.0,USD,52663800.0,2800000.0,674.0,,4154.302670623146,,,,,http://cuauhtemoc.properati.com.mx/pvwg_venta_departamento_cuauhtemoc_byg-inmobiliaria_cg2
2531,sell,house,|Solidaridad|Quintana Roo|México|,,380000.0,USD,7147230.0,380000.0,,350.0,,1085.7142857142858,2.0,,,http://playa-del-carmen.properati.com.mx/bcdt_venta_casa_playa-del-carmen
2532,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.382013,-99.188522",3291000.0,MXN,3262001.97,173432.33,0.0,90.0,,36566.66666666666,,,,http://benito-juarez.properati.com.mx/eu59_venta_departamento_benito-juarez
2533,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.399831,-99.149236",1730000.0,MXN,1714349.82,91147.61,,1730000.0,,1.0,,,,http://benito-juarez.properati.com.mx/qcxp_venta_departamento_benito-juarez_diagonal-san-antonio_0_alberto-carrillo-mendez
2534,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.428554,-99.140051",723200.0,MXN,716657.64,38102.86,,76.0,,9515.78947368421,,,,http://cuauhtemoc.properati.com.mx/gbz6_venta_departamento_cuauhtemoc_aldaco
2535,sell,house,|Iztacalco|Distrito Federal|México|,"19.377089,-99.125557",2557000.0,MXN,2533868.51,134719.33,,200.0,,12785.0,,,,http://reforma-iztaccihuatl-sur.properati.com.mx/ml97_venta_casa_reforma-iztaccihuatl-sur_playa-pescadores_jose-camacho
2536,sell,house,|Tulum|Quintana Roo|México|,"20.3671587022,-87.33959198",395000.0,USD,7429357.5,395000.0,450.0,273.0,877.7777777777778,1446.886446886447,2.0,,,http://tulum.properati.com.mx/bndx_venta_casa_tulum
2537,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.340202,-99.257774",4500000.0,MXN,4459291.65,237089.17,,250.0,,18000.0,,,,http://alvaro-obregon.properati.com.mx/ovtd_venta_departamento_alvaro-obregon_calz-de-las-aguilas_enrique-trejo
2538,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.361114,-99.222666",764666.0,MXN,757748.57,40287.56,,70.0,,10923.8,,,,http://alvaro-obregon.properati.com.mx/p95r_venta_departamento_alvaro-obregon_prolongacion-cinco-de-mayo_3050_ricardo-bahena-leyte
2539,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4341322,-99.2040981",915712.0,USD,17223169.15,915712.0,187.0,187.0,4896.855614973262,4896.855614973262,,,,http://miguel-hidalgo-df.properati.com.mx/hxpc_venta_departamento_polanco
2540,sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.439253,-99.163605",,,,,0.0,0.0,,,,,,http://cuauhtemoc.properati.com.mx/qzgw_venta_casa_cuauhtemoc_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
2541,sell,apartment,|Tláhuac|Distrito Federal|México|,"19.2834536638,-99.0550169349",148500.0,MXN,147191.37,7825.79,48.0,48.0,163.03729166666668,3093.75,,,,http://tlahuac.properati.com.mx/bo4c_venta_departamento_tlahuac
2542,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.423365,-99.224539",6491333.0,MXN,6432610.63,342005.51,,190.0,,34164.91052631579,,,,http://reforma-social.properati.com.mx/m9ar_venta_casa_reforma-social_sierra-vertientes_0_ivan-andres
2543,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.308318401,-99.1361510754",2208000.0,MXN,2188544.64,116359.34,0.0,0.0,,,,,,http://tlalpan.properati.com.mx/r6sk_venta_departamento_tlalpan_numecsa-sa-de-cv
2544,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,4609900.0,MXN,4568197.57,242879.42,,130.0,,35460.769230769234,,,,http://san-jeronimo-aculco.properati.com.mx/oaeg_venta_departamento_san-jeronimo-aculco_inventario-inmobiliario-5
2545,sell,house,|Benito Juárez|Quintana Roo|México|,"21.139641,-86.879738",3650000.0,MXN,3616981.0,192305.66,180.0,262.0,1068.3647777777778,13931.297709923663,,,,http://cancun.properati.com.mx/ngk3_venta_casa_cancun_propiedades-cancun
2546,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.470484,-99.087116",1680000.0,MXN,1664802.21,88513.29,,145.0,,11586.206896551725,,,,http://gustavo-a-madero.properati.com.mx/mkka_venta_casa_gustavo-a-madero_segunda-cerrada-697_0_santiago-luna
2547,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.422225,-99.167137",1434000.0,MXN,1421364.55,75570.33,,638.0,,2247.648902821317,,,,http://cuauhtemoc.properati.com.mx/qxct_venta_departamento_cuauhtemoc_medellin_0_alberto-carrillo-mendez
2548,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",340000.0,USD,6394890.0,340000.0,169.0,169.0,2011.8343195266275,2011.8343195266275,,,,http://cancun.properati.com.mx/bs40_venta_departamento_cancun
2549,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.332306,-99.204203",18700000.0,MXN,18530834.62,985237.24,,715.0,,26153.846153846152,,,,http://jardines-del-pedregal.properati.com.mx/i966_venta_casa_jardines-del-pedregal_av-de-las-fuentes_1
2550,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.487416,-99.118006",915200.0,MXN,906920.66,48218.66,,65.0,,14080.0,,,,http://tepeyac-insurgentes.properati.com.mx/oi9u_venta_departamento_tepeyac-insurgentes_calzada-de-los-misterios_60_antonio-pedro
2551,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3392293,-99.2189838",2300000.0,MXN,2279733.89,121207.64,60.0,60.0,2020.127333333333,38333.333333333336,,,,http://alvaro-obregon.properati.com.mx/r5r3_venta_departamento_alvaro-obregon_quality-alzati
2552,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4269749696,-99.0611457825",607000.0,MXN,601508.8,31980.69,52.0,,615.0132692307692,,,2.0,,http://venustiano-carranza.properati.com.mx/m8in_venta_departamento_venustiano-carranza_portafolios-hipotecarios_7if
2553,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,12500000.0,MXN,12389859.0,658737.22,220.0,220.0,2994.26009090909,56818.181818181816,,,,http://miguel-hidalgo-df.properati.com.mx/b1f7_venta_departamento_miguel-hidalgo
2554,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1120465627,-86.8525886536",2700000.0,MXN,2676209.55,142287.24,160.0,190.0,889.2952499999999,14210.526315789471,2.0,,,http://cancun.properati.com.mx/ceh0_venta_casa_cancun
2555,sell,house,|Solidaridad|Quintana Roo|México|,"20.6587271231,-87.0937728882",900000.0,MXN,892069.85,47429.08,65.0,92.0,729.6781538461539,9782.608695652174,,,,http://playa-del-carmen.properati.com.mx/pk0p_venta_casa_playa-del-carmen_fica-y-asociados-investments
2556,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1718364455,-86.8189483881",9050000.0,MXN,8970257.96,476925.75,0.0,255.0,,35490.19607843137,,,,http://cancun.properati.com.mx/gqm0_venta_departamento_cancun
2557,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.369509,-99.172532",1710000.0,MXN,1694932.67,90115.25,,90.0,,19000.0,,,,http://benito-juarez.properati.com.mx/r0n0_venta_departamento_benito-juarez_jose-maria-linares_1607_arturo-nova
2558,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.420584,-99.124863",1190000.0,MXN,1179234.83,62696.91,,50.0,,23800.0,,,,http://venustiano-carranza.properati.com.mx/q2pw_venta_departamento_venustiano-carranza_mirna-saucedo-rodriguez
2559,sell,house,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",3156666.0,MXN,3128109.9,166313.63,,200.0,,15783.33,,,,http://fuentes-de-tepepan.properati.com.mx/n9zd_venta_casa_fuentes-de-tepepan_cuarta-cerrada-de-camino-a-la-piedra-del-comal_21_carlos-hernandez_c5a
2560,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"23.634501,-102.552788",9200000.0,MXN,9116774.3,484715.65,,185.0,,49729.72972972973,,,,http://cuajimalpa-de-morelos.properati.com.mx/iadx_venta_departamento_cuajimalpa-de-morelos_av-santa-fe
2561,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.350684,-99.085273",403200.0,MXN,399552.53,21243.19,,50.0,,8064.0,,,,http://iztapalapa.properati.com.mx/px2n_venta_departamento_iztapalapa_berenjena_0_remates-hipotecarios-area-comercial
2562,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1349388,-86.880232",1950000.0,MXN,1932817.88,102763.0,0.0,180.0,,10833.333333333334,,,,http://cancun.properati.com.mx/gqgm_venta_departamento_cancun
2563,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3725316,-99.1384934",2500000.0,MXN,2477971.72,131747.44,84.0,84.0,1568.421904761905,29761.904761904763,,,,http://benito-juarez.properati.com.mx/pnwo_venta_departamento_benito-juarez_quality-bicofi
2564,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",265234.0,USD,4988653.68,265234.0,3000.0,156.0,88.41133333333333,1700.2179487179487,,,,http://playa-del-carmen.properati.com.mx/eydl_venta_departamento_playa-del-carmen
2565,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,18000000.0,MXN,17841397.02,948581.6,0.0,490.0,,36734.69387755102,,,,http://cuajimalpa-de-morelos.properati.com.mx/i3t7_venta_departamento_cuajimalpa-de-morelos
2566,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1264428817,-86.7646846175",1950000.0,USD,36676575.0,1950000.0,1140.0,601.0,1710.5263157894738,3244.5923460898503,,,,http://cancun.properati.com.mx/lmw0_venta_casa_cancun_jpm-realestate
2567,sell,apartment,|Benito Juárez|Distrito Federal|México|,,4567800.0,MXN,4526478.43,240661.32,,107.0,,42689.71962616823,,,,http://benito-juarez.properati.com.mx/opgm_venta_departamento_benito-juarez_jorge-trejo_c56
2568,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.506042,-99.153915",2000000.0,MXN,1981907.31,105372.96,,58.0,,34482.75862068965,,,,http://gustavo-a-madero.properati.com.mx/pio1_venta_departamento_gustavo-a-madero_inventario-inmobiliario-7
2569,sell,house,|Benito Juárez|Quintana Roo|México|,"21.0950708483,-86.8675231934",1995000.0,MXN,1976952.59,105109.53,112.0,150.0,938.4779464285714,13300.0,,,,http://cancun.properati.com.mx/m7jp_venta_casa_cancun_ventascancun-21
2570,sell,house,|Coyoacán|Distrito Federal|México|,,2400000.0,MXN,2378852.81,126477.54,135.0,165.0,936.8706666666666,14545.454545454546,2.0,,,http://coyoacan.properati.com.mx/erx3_venta_casa_coyoacan
2571,sell,apartment,|La Magdalena Contreras|Distrito Federal|México|,"19.3156447,-99.2319303",3250000.0,MXN,3221363.2,171271.67,0.0,96.0,,33854.166666666664,,,,http://la-magdalena-contreras.properati.com.mx/n7ov_venta_departamento_la-magdalena-contreras_quality-progreso
2572,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.391074,-99.165737",2518666.0,MXN,2495881.36,132699.65,,90.0,,27985.17777777778,,,,http://benito-juarez.properati.com.mx/lvse_venta_departamento_benito-juarez_gabriel-mancera-esq-obrero-mundial-del-valle_0_ivan-andres
2573,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.395268,-99.175265",3017000.0,MXN,2989707.37,158955.12,,102.0,,29578.43137254902,,,,http://benito-juarez.properati.com.mx/pj2b_venta_departamento_benito-juarez_dakota_95_javier-perez-rodriguez
2574,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3916143,-99.1854946",6520000.0,MXN,6462550.38,343597.33,254.0,172.0,1352.7453937007874,37906.976744186046,,,,http://benito-juarez.properati.com.mx/r6hh_venta_departamento_benito-juarez_viva-houses-bienes-raices-sa-de-cv
2575,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.374628,-99.188927",685000.0,MXN,678803.27,36090.24,,64.0,,10703.125,,,,http://benito-juarez.properati.com.mx/pm4m_venta_departamento_benito-juarez_miguel-angel_139_javier-perez-rodriguez
2576,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3867842,-99.1771664",5041281.0,MXN,4996860.77,265670.35,99.0,99.0,2683.538888888889,50922.030303030304,,,,http://benito-juarez.properati.com.mx/p3zj_renta_departamento_benito-juarez_quality-bicofi
2577,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365766,-99.263112",3420000.0,MXN,3389061.67,180187.77,,95.0,,36000.0,,,,http://alvaro-obregon.properati.com.mx/p881_venta_departamento_alvaro-obregon_guillermo-gonzalez-camarena-900_0_jorge-ramirez-linares
2578,sell,house,|Coyoacán|Distrito Federal|México|,"19.3548581017,-99.1256304458",6250000.0,MXN,6194929.5,329368.61,160.0,250.0,2058.5538125,25000.0,,,,http://coyoacan.properati.com.mx/pk0z_venta_casa_coyoacan_villela-y-asociados
2579,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.637041,-87.064261",275000.0,USD,5172337.5,275000.0,,80.0,,3437.5,,,,http://zazil-ha.properati.com.mx/i4yw_venta_departamento_zazil-ha_calle-44-entre-la-5ta-avenida-y-1ra-playa-del-carmen-centro-coco-bay
2580,sell,house,|Coyoacán|Distrito Federal|México|,"19.303029,-99.139237",3550000.0,MXN,3517885.6,187037.01,,261.0,,13601.532567049808,,,,http://coyoacan.properati.com.mx/opir_venta_casa_coyoacan_gamaliel-cruz-cruz
2581,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.374721,-99.140098",646800.0,MXN,640948.72,34077.61,,60.0,,10780.0,,,,http://benito-juarez.properati.com.mx/q76f_venta_departamento_benito-juarez_normandia_6_pedro-mendoza
2582,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.5250552,-99.1712174",950000.0,MXN,941629.12,50064.02,60.0,0.0,834.4003333333333,,,,,http://gustavo-a-madero.properati.com.mx/j42u_renta-vacacional_casa_gustavo-a-madero
2583,sell,house,|Coyoacán|Distrito Federal|México|,,2753333.0,MXN,2728425.52,145063.43,,240.0,,11472.220833333333,,,,http://coyoacan.properati.com.mx/qzel_venta_casa_coyoacan_via-lactea_roberto-saavedra
2584,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.314143,-99.134709",1708000.0,MXN,1692548.89,89988.51,,85.0,,20094.117647058825,,,,http://los-robles.properati.com.mx/npd9_venta_departamento_los-robles_calle-11_190_jose-camacho
2585,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.474432,-99.139427",2500000.0,MXN,2477971.72,131747.44,,270.0,,9259.25925925926,,,,http://defensores-de-la-republica.properati.com.mx/nvpe_venta_casa_defensores-de-la-republica_poniente108_24_miguel-angel-heredia-juarez
2586,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4489428,-99.1458353",795000.0,MXN,787994.89,41895.68,43.0,43.0,974.3181395348836,18488.372093023256,,,,http://cuauhtemoc.properati.com.mx/r00x_venta_departamento_cuauhtemoc_ortiz-silva-asociados
2587,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.343424,-99.135933",1200000.0,MXN,1189144.46,63223.78,,55.0,,21818.18181818182,,,,http://campestre-churubusco.properati.com.mx/oi6b_venta_departamento_campestre-churubusco_taxquena_erika-sanchez
2588,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,8800000.0,MXN,8722460.68,463751.0,220.0,0.0,2107.9590909090907,,,,,http://miguel-hidalgo-df.properati.com.mx/hbwp_venta_departamento_miguel-hidalgo
2589,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",2680000.0,MXN,2655755.87,141199.77,,110.0,,24363.636363636364,,,,http://fuentes-de-tepepan.properati.com.mx/pl5a_venta_departamento_fuentes-de-tepepan_inventario-inmobiliario-6
2590,sell,house,|Coyoacán|Distrito Federal|México|,"19.320855,-99.136086",4680000.0,MXN,4638763.11,246631.21,,224.0,,20892.85714285714,,,,http://espartaco.properati.com.mx/rbu3_venta_casa_espartaco_frank-galindo
2591,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.496639,-99.150459",720000.0,MXN,713486.52,37934.26,,73.0,,9863.013698630137,,,,http://gustavo-a-madero.properati.com.mx/pivn_venta_departamento_gustavo-a-madero_guillermo-grduno-perez
2592,sell,apartment,|La Magdalena Contreras|Distrito Federal|México|,"19.303392,-99.243225",996136.0,MXN,987124.62,52482.9,,60.0,,16602.266666666666,,,,http://la-magdalena-contreras.properati.com.mx/od52_venta_departamento_la-magdalena-contreras_emilio-carranza_193_damiana-sanchez
